customer_id,region,city,latitude,longitude,signup_date,preferred_channel
C00342,East,Patna,22.61604,88.29761,2024-09-21,App
C00343,North,Chandigarh,28.67338,77.34711,2024-12-20,App
C00344,East,Kolkata,22.621,88.31347,2025-07-26,Web
C00345,North,Jaipur,28.63185,77.23908,2024-07-06,App
C00346,North,Jaipur,28.56089,77.10648,2024-10-21,App
C00347,South,Hyderabad,12.92076,77.48985,2024-08-18,App
C00348,West,Mumbai,19.07139,72.96844,2025-02-06,App
C00349,West,Ahmedabad,18.99493,73.02219,2025-06-27,App
C00350,North,Jaipur,28.52613,77.10828,2024-01-14,App
C00351,South,Hyderabad,12.95588,77.61551,2024-09-16,App
C00352,South,Hyderabad,12.93692,77.61179,2024-10-16,App
C00353,West,Ahmedabad,19.01841,72.88001,2025-03-16,App
C00354,South,Hyderabad,12.9694,77.5342,2024-07-27,App
C00355,South,Chennai,13.04316,77.55905,2024-05-16,App
C00356,West,Mumbai,19.13684,72.86529,2024-03-23,Web
C00357,North,Jaipur,28.65914,77.05148,2025-04-15,App
C00358,East,Bhubaneswar,22.56127,88.39395,2024-06-23,App
C00359,West,Ahmedabad,19.02693,72.8114,2025-03-27,App
C00360,West,Mumbai,19.1488,72.72236,2024-04-10,Web
C00361,South,Hyderabad,12.96804,77.55697,2024-08-14,App
C00362,South,Bengaluru,12.96039,77.56422,2024-04-09,App
C00363,South,Hyderabad,13.00136,77.65311,2024-04-09,App
C00364,North,Chandigarh,28.71415,77.21899,2024-09-30,App
C00365,East,Kolkata,22.54791,88.36738,2024-09-08,Web
C00366,West,Mumbai,19.0598,72.89939,2024-02-13,App
C00367,West,Pune,19.03873,72.86583,2025-02-01,App
C00368,East,Bhubaneswar,22.39848,88.40011,2025-06-19,App
C00369,South,Bengaluru,12.99388,77.6365,2024-04-28,App
C00370,West,Ahmedabad,19.12668,72.86455,2025-05-16,App
C00371,North,Delhi,28.6225,77.15497,2024-02-02,App
C00372,East,Patna,22.61753,88.37071,2025-01-07,Web
C00373,North,Chandigarh,28.61331,77.1091,2024-08-12,App
C00374,North,Chandigarh,28.66128,77.21976,2025-05-03,App
C00375,North,Jaipur,28.65132,77.24491,2025-05-30,App
C00376,South,Chennai,12.97336,77.56561,2024-03-30,App
C00377,West,Mumbai,19.05935,72.90117,2024-12-04,App
C00378,South,Chennai,12.94598,77.67081,2025-05-05,App
C00379,North,Jaipur,28.55158,77.23922,2024-08-29,App
C00380,North,Jaipur,28.6229,77.1055,2025-02-25,App
C00381,East,Kolkata,22.58201,88.4147,2025-01-24,App
C00382,East,Kolkata,22.52985,88.26744,2024-08-10,App
C00383,West,Ahmedabad,19.06267,72.72558,2024-11-28,App
C00384,North,Chandigarh,28.64889,77.21312,2024-09-08,App
C00385,South,Chennai,12.99157,77.53654,2024-11-06,App
C00386,South,Hyderabad,13.0556,77.65825,2024-09-03,App
C00387,South,Hyderabad,12.94934,77.52783,2025-03-02,App
C00388,West,Pune,19.11071,72.9202,2024-02-13,App
C00389,East,Bhubaneswar,22.55651,88.4502,2024-11-17,App
C00390,North,Delhi,28.6143,77.43723,2025-03-26,App
C00391,East,Kolkata,22.47488,88.23867,2025-08-28,App
C00392,South,Bengaluru,13.03549,77.6632,2024-03-31,Web
C00393,West,Ahmedabad,19.06221,72.91167,2024-09-22,App
C00394,West,Pune,19.12274,72.80945,2024-12-19,App
C00395,East,Patna,22.61605,88.42021,2024-04-08,App
C00396,South,Chennai,12.93922,77.56946,2024-11-22,App
C00397,West,Ahmedabad,19.1517,72.83734,2025-09-19,App
C00398,East,Bhubaneswar,22.51847,88.36072,2025-05-08,App
C00399,West,Ahmedabad,19.12613,72.93846,2024-07-07,App
C00400,West,Pune,19.1284,72.76439,2025-03-08,App
C00401,North,Jaipur,28.63078,77.25487,2024-06-29,App
C00402,West,Ahmedabad,18.91371,72.80933,2025-09-06,App
C00403,North,Chandigarh,28.53942,77.26278,2024-02-07,App
C00404,West,Pune,19.16696,72.82449,2024-11-01,App
C00405,South,Chennai,12.90997,77.63585,2025-07-04,App
C00406,North,Chandigarh,28.56118,77.09636,2024-07-20,App
C00407,South,Bengaluru,12.97865,77.65838,2025-07-13,App
C00408,North,Delhi,28.54513,77.0599,2024-07-09,Web
C00409,West,Ahmedabad,19.09021,72.85284,2024-04-05,App
C00410,North,Delhi,28.67125,77.25172,2024-05-20,App
C00411,North,Delhi,28.5376,77.16389,2024-03-16,App
C00412,South,Hyderabad,13.09195,77.63521,2024-04-09,App
C00413,North,Chandigarh,28.66519,77.2416,2025-05-02,Web
C00414,North,Chandigarh,28.69111,77.21046,2024-06-16,App
C00415,West,Mumbai,19.03708,72.89584,2024-08-27,App
C00416,North,Jaipur,28.70014,77.17888,2024-03-29,App
C00417,West,Ahmedabad,19.02392,72.83779,2024-11-08,App
C00418,East,Patna,22.62019,88.27254,2025-08-17,App
C00419,North,Jaipur,28.65433,77.14309,2025-07-18,App
C00420,South,Bengaluru,12.88208,77.55517,2024-03-09,App
C00421,South,Hyderabad,12.85902,77.60071,2025-07-12,App
C00422,West,Ahmedabad,19.07737,72.92365,2025-06-09,App
C00423,West,Pune,19.12299,72.79366,2024-12-26,Web
C00424,North,Jaipur,28.61504,77.16822,2024-03-22,App
C00425,South,Chennai,13.0806,77.58458,2025-01-21,App
C00426,South,Hyderabad,12.87577,77.59569,2024-06-14,App
C00427,North,Jaipur,28.63574,77.17447,2024-01-20,App
C00428,East,Patna,22.55234,88.44934,2025-02-17,App
C00429,East,Kolkata,22.63209,88.41567,2025-04-25,App
C00430,North,Jaipur,28.72463,77.3501,2025-02-16,App
C00431,West,Mumbai,19.01646,72.98818,2024-09-04,App
C00432,South,Bengaluru,13.01711,77.49048,2024-10-27,App
C00433,West,Mumbai,19.11343,72.97259,2024-08-24,App
C00434,East,Bhubaneswar,22.61535,88.30577,2025-01-04,Web
C00435,North,Delhi,28.68614,77.18161,2025-01-01,App
C00436,North,Delhi,28.50557,77.126,2024-02-12,App
C00437,North,Delhi,28.65483,77.20518,2024-05-30,App
C00438,North,Jaipur,28.59426,77.14675,2024-10-22,App
C00439,East,Bhubaneswar,22.44797,88.39248,2025-08-28,Web
C00440,East,Bhubaneswar,22.60068,88.45211,2025-01-21,App
C00441,East,Patna,22.61429,88.40442,2025-05-08,App
C00442,East,Kolkata,22.55639,88.43195,2025-07-02,App
C00443,East,Patna,22.61168,88.32062,2024-05-02,App
C00444,East,Kolkata,22.68176,88.32886,2024-11-30,App
C00445,South,Chennai,12.85472,77.55924,2025-07-26,App
